Date,PercentOfBaseline,State
7/2/2020,72,Quebec
7/2/2020,72,California
7/2/2020,48,California
7/2/2020,60,Colorado
7/2/2020,84,Florida
7/2/2020,64,Georgia
7/2/2020,81,Hawaii
7/2/2020,75,Illinois
7/2/2020,64,Massachusetts
7/2/2020,56,Michigan
7/2/2020,73,North Carolina
7/2/2020,96,New Jersey
7/2/2020,41,Nevada
7/2/2020,60,New York
7/2/2020,52,New York
7/2/2020,85,Texas
7/2/2020,45,Virginia
7/2/2020,74,Washington
7/3/2020,46,New South Wales
7/3/2020,32,Santiago Province
7/3/2020,83,Alberta
7/3/2020,77,Alberta
7/3/2020,79,British Columbia
7/3/2020,88,Manitoba
7/3/2020,47,Nova Scotia
7/3/2020,58,Ontario
7/3/2020,97,Ontario
7/3/2020,60,Quebec
7/3/2020,80,Quebec
7/3/2020,61,California
7/3/2020,33,California
7/3/2020,36,Colorado
7/3/2020,54,Florida
7/3/2020,52,Georgia
7/3/2020,58,Hawaii
7/3/2020,44,Illinois
7/3/2020,57,Massachusetts
7/3/2020,44,Michigan
7/3/2020,33,North Carolina
7/3/2020,61,New Jersey
7/3/2020,31,Nevada
7/3/2020,42,New York
7/3/2020,35,New York
7/3/2020,41,Texas
7/3/2020,28,Virginia
7/3/2020,48,Washington
7/4/2020,48,New South Wales
7/4/2020,19,Santiago Province
7/4/2020,90,Alberta
7/4/2020,71,British Columbia
7/4/2020,100,Manitoba
7/4/2020,55,Nova Scotia
7/4/2020,43,Ontario
7/4/2020,93,Ontario
7/4/2020,60,Quebec
7/4/2020,59,Quebec
7/4/2020,36,California
7/4/2020,22,California
7/4/2020,32,Colorado
7/4/2020,43,Florida
7/4/2020,38,Georgia
7/4/2020,57,Hawaii
7/4/2020,37,Illinois
7/4/2020,51,Massachusetts
7/4/2020,34,Michigan
7/4/2020,31,North Carolina
7/4/2020,65,New Jersey
7/4/2020,17,Nevada
7/4/2020,36,New York
7/4/2020,48,New York
7/4/2020,33,Texas
7/4/2020,16,Virginia
7/4/2020,45,Washington
7/5/2020,52,New South Wales
7/5/2020,100,Alberta
7/5/2020,100,Alberta
7/5/2020,68,British Columbia
7/5/2020,100,Manitoba
7/5/2020,53,Nova Scotia
7/5/2020,29,Ontario
7/5/2020,52,Ontario
7/5/2020,76,Quebec
7/5/2020,54,Quebec
7/5/2020,39,California
7/5/2020,29,California
7/5/2020,30,Colorado
7/5/2020,47,Florida
7/5/2020,49,Georgia
7/5/2020,71,Hawaii
7/5/2020,54,Illinois
7/5/2020,55,Massachusetts
7/5/2020,37,Michigan
7/5/2020,42,North Carolina
7/5/2020,100,New Jersey
7/5/2020,20,Nevada
7/5/2020,53,New York
7/5/2020,78,New York
7/5/2020,55,Texas
7/5/2020,36,Virginia
7/5/2020,46,Washington
7/6/2020,55,New South Wales
7/6/2020,33,Santiago Province
7/6/2020,100,Alberta
7/6/2020,95,Alberta
7/6/2020,99,British Columbia
7/6/2020,100,Manitoba
7/6/2020,88,Nova Scotia
7/6/2020,78,Ontario
7/6/2020,100,Ontario
7/6/2020,98,Quebec
7/6/2020,87,Quebec
7/6/2020,69,California
7/6/2020,46,California
7/6/2020,52,Colorado
7/6/2020,70,Florida
7/6/2020,56,Georgia
7/6/2020,92,Hawaii
7/6/2020,73,Illinois
7/6/2020,65,Massachusetts
7/6/2020,52,Michigan
7/6/2020,69,North Carolina
7/6/2020,94,New Jersey
7/6/2020,35,Nevada
7/6/2020,66,New York
7/6/2020,56,New York
7/6/2020,70,Texas
7/6/2020,45,Virginia
7/6/2020,66,Washington
7/7/2020,59,New South Wales
7/7/2020,30,Santiago Province
7/7/2020,97,Alberta
7/7/2020,68,Alberta
7/7/2020,92,British Columbia
7/7/2020,100,Manitoba
7/7/2020,67,Nova Scotia
7/7/2020,64,Ontario
7/7/2020,100,Ontario
7/7/2020,100,Quebec
7/7/2020,88,Quebec
7/7/2020,71,California
7/7/2020,53,California
7/7/2020,63,Colorado
7/7/2020,83,Florida
7/7/2020,64,Georgia
7/7/2020,95,Hawaii
7/7/2020,81,Illinois
7/7/2020,68,Massachusetts
7/7/2020,51,Michigan
7/7/2020,85,North Carolina
7/7/2020,100,New Jersey
7/7/2020,43,Nevada
7/7/2020,70,New York
7/7/2020,60,New York
7/7/2020,83,Texas
7/7/2020,53,Virginia
7/7/2020,79,Washington
7/8/2020,55,New South Wales
7/8/2020,32,Santiago Province
7/8/2020,89,Alberta
7/8/2020,91,Alberta
7/8/2020,80,British Columbia
7/8/2020,97,Manitoba
7/8/2020,84,Nova Scotia
7/8/2020,68,Ontario
7/8/2020,100,Ontario
7/8/2020,100,Quebec
7/8/2020,83,Quebec
7/8/2020,70,California
7/8/2020,51,California
7/8/2020,75,Colorado
7/8/2020,80,Florida
7/8/2020,63,Georgia
7/8/2020,79,Hawaii
7/8/2020,81,Illinois
7/8/2020,69,Massachusetts
7/8/2020,52,Michigan
7/8/2020,92,North Carolina
7/8/2020,100,New Jersey
7/8/2020,41,Nevada
7/8/2020,65,New York
7/8/2020,59,New York
7/8/2020,91,Texas
7/8/2020,53,Virginia
7/8/2020,79,Washington
7/9/2020,55,New South Wales
7/9/2020,33,Santiago Province
7/9/2020,86,Alberta
7/9/2020,57,Alberta
7/9/2020,83,British Columbia
7/9/2020,98,Manitoba
7/9/2020,80,Nova Scotia
7/9/2020,71,Ontario
7/9/2020,96,Ontario
7/9/2020,100,Quebec
7/9/2020,85,Quebec
7/9/2020,73,California
7/9/2020,46,California
7/9/2020,66,Colorado
7/9/2020,76,Florida
7/9/2020,64,Georgia
7/9/2020,81,Hawaii
7/9/2020,77,Illinois
7/9/2020,64,Massachusetts
7/9/2020,48,Michigan
7/9/2020,88,North Carolina
7/9/2020,100,New Jersey
7/9/2020,39,Nevada
7/9/2020,63,New York
7/9/2020,60,New York
7/9/2020,82,Texas
7/9/2020,57,Virginia
7/9/2020,80,Washington
7/10/2020,54,New South Wales
7/10/2020,37,Santiago Province
7/10/2020,90,Alberta
7/10/2020,91,Alberta
7/10/2020,82,British Columbia
7/10/2020,88,Manitoba
7/10/2020,66,Nova Scotia
7/10/2020,69,Ontario
7/10/2020,100,Ontario
7/10/2020,100,Quebec
7/10/2020,87,Quebec
7/10/2020,71,California
7/10/2020,49,California
7/10/2020,75,Colorado
7/10/2020,79,Florida
7/10/2020,60,Georgia
7/10/2020,85,Hawaii
7/10/2020,75,Illinois
7/10/2020,62,Massachusetts
7/10/2020,42,Michigan
7/10/2020,72,North Carolina
7/10/2020,100,New Jersey
7/10/2020,40,Nevada
7/10/2020,72,New York
7/10/2020,56,New York
7/10/2020,80,Texas
7/10/2020,55,Virginia
7/10/2020,86,Washington
7/11/2020,52,New South Wales
7/11/2020,26,Santiago Province
7/11/2020,76,Alberta
7/11/2020,72,Alberta
7/11/2020,66,British Columbia
7/11/2020,100,Manitoba
7/11/2020,41,Nova Scotia
7/11/2020,37,Ontario
7/11/2020,86,Ontario
7/11/2020,60,Quebec
7/11/2020,72,Quebec
7/11/2020,66,California
7/11/2020,39,California
7/11/2020,59,Colorado
7/11/2020,71,Florida
7/11/2020,62,Georgia
7/11/2020,85,Hawaii
7/11/2020,73,Illinois
7/11/2020,58,Massachusetts
7/11/2020,39,Michigan
7/11/2020,61,North Carolina
7/11/2020,100,New Jersey
7/11/2020,32,Nevada
7/11/2020,62,New York
7/11/2020,77,New York
7/11/2020,70,Texas
7/11/2020,53,Virginia
7/11/2020,55,Washington
7/12/2020,54,New South Wales
7/12/2020,100,Alberta
7/12/2020,75,British Columbia
7/12/2020,69,Manitoba
7/12/2020,61,Nova Scotia
7/12/2020,37,Ontario
7/12/2020,68,Ontario
7/12/2020,84,Quebec
7/12/2020,56,Quebec
7/12/2020,57,California
7/12/2020,29,California
7/12/2020,65,Colorado
7/12/2020,76,Florida
7/12/2020,59,Georgia
7/12/2020,80,Hawaii
7/12/2020,58,Illinois
7/12/2020,64,Massachusetts
7/12/2020,31,Michigan
7/12/2020,49,North Carolina
7/12/2020,100,New Jersey
7/12/2020,26,Nevada
7/12/2020,52,New York
7/12/2020,83,New York
7/12/2020,54,Texas
7/12/2020,38,Virginia
7/12/2020,47,Washington
7/13/2020,52,New South Wales
7/13/2020,32,Santiago Province
7/13/2020,100,Alberta
7/13/2020,76,Alberta
7/13/2020,98,British Columbia
7/13/2020,100,Manitoba
7/13/2020,99,Nova Scotia
7/13/2020,81,Ontario
7/13/2020,100,Ontario
7/13/2020,96,Quebec
7/13/2020,85,Quebec
7/13/2020,75,California
7/13/2020,48,California
7/13/2020,68,Colorado
7/13/2020,74,Florida
7/13/2020,57,Georgia
7/13/2020,81,Hawaii
7/13/2020,76,Illinois
7/13/2020,70,Massachusetts
7/13/2020,45,Michigan
7/13/2020,77,North Carolina
7/13/2020,100,New Jersey
7/13/2020,53,Nevada
7/13/2020,71,New York
7/13/2020,55,New York
7/13/2020,82,Texas
7/13/2020,55,Virginia
7/13/2020,63,Washington
7/14/2020,58,New South Wales
7/14/2020,36,Santiago Province
7/14/2020,96,Alberta
7/14/2020,81,Alberta
7/14/2020,89,British Columbia
7/14/2020,100,Manitoba
7/14/2020,66,Nova Scotia
7/14/2020,62,Ontario
7/14/2020,100,Ontario
7/14/2020,100,Quebec
7/14/2020,86,Quebec
7/14/2020,79,California
7/14/2020,49,California
7/14/2020,75,Colorado
7/14/2020,74,Florida
7/14/2020,71,Georgia
7/14/2020,98,Hawaii
7/14/2020,77,Illinois
7/14/2020,64,Massachusetts
7/14/2020,57,Michigan
7/14/2020,81,North Carolina
7/14/2020,100,New Jersey
7/14/2020,42,Nevada
7/14/2020,66,New York
7/14/2020,59,New York
7/14/2020,90,Texas
7/14/2020,63,Virginia
7/14/2020,77,Washington
7/15/2020,58,New South Wales
7/15/2020,39,Santiago Province
7/15/2020,86,Alberta
7/15/2020,72,Alberta
7/15/2020,86,British Columbia
7/15/2020,100,Manitoba
7/15/2020,57,Nova Scotia
7/15/2020,73,Ontario
7/15/2020,100,Ontario
7/15/2020,100,Quebec
7/15/2020,88,Quebec
7/15/2020,74,California
7/15/2020,48,California
7/15/2020,76,Colorado
7/15/2020,83,Florida
7/15/2020,65,Georgia
7/15/2020,86,Hawaii
7/15/2020,73,Illinois
7/15/2020,70,Massachusetts
7/15/2020,45,Michigan
7/15/2020,77,North Carolina
7/15/2020,93,New Jersey
7/15/2020,40,Nevada
7/15/2020,63,New York
7/15/2020,63,New York
7/15/2020,93,Texas
7/15/2020,58,Virginia
7/15/2020,64,Washington
7/16/2020,56,New South Wales
7/16/2020,27,Santiago Province
7/16/2020,87,Alberta
7/16/2020,100,Alberta
7/16/2020,91,British Columbia
7/16/2020,95,Manitoba
7/16/2020,42,Nova Scotia
7/16/2020,67,Ontario
7/16/2020,95,Ontario
7/16/2020,100,Quebec
7/16/2020,85,Quebec
7/16/2020,78,California
7/16/2020,45,California
7/16/2020,70,Colorado
7/16/2020,87,Florida
7/16/2020,75,Georgia
7/16/2020,90,Hawaii
7/16/2020,74,Illinois
7/16/2020,63,Massachusetts
7/16/2020,46,Michigan
7/16/2020,85,North Carolina
7/16/2020,100,New Jersey
7/16/2020,40,Nevada
7/16/2020,57,New York
7/16/2020,62,New York
7/16/2020,79,Texas
7/16/2020,46,Virginia
7/16/2020,76,Washington
7/17/2020,51,New South Wales
7/17/2020,26,Santiago Province
7/17/2020,89,Alberta
7/17/2020,74,Alberta
7/17/2020,78,British Columbia
7/17/2020,100,Manitoba
7/17/2020,60,Nova Scotia
7/17/2020,62,Ontario
7/17/2020,100,Ontario
7/17/2020,99,Quebec
7/17/2020,85,Quebec
7/17/2020,80,California
7/17/2020,55,California
7/17/2020,72,Colorado
7/17/2020,90,Florida
7/17/2020,67,Georgia
7/17/2020,95,Hawaii
7/17/2020,69,Illinois
7/17/2020,60,Massachusetts
7/17/2020,52,Michigan
7/17/2020,75,North Carolina
7/17/2020,100,New Jersey
7/17/2020,37,Nevada
7/17/2020,70,New York
7/17/2020,55,New York
7/17/2020,76,Texas
7/17/2020,58,Virginia
7/17/2020,68,Washington
7/18/2020,36,New South Wales
7/18/2020,29,Santiago Province
7/18/2020,77,Alberta
7/18/2020,67,British Columbia
7/18/2020,100,Manitoba
7/18/2020,38,Nova Scotia
7/18/2020,37,Ontario
7/18/2020,100,Ontario
7/18/2020,67,Quebec
7/18/2020,67,Quebec
7/18/2020,70,California
7/18/2020,47,California
7/18/2020,54,Colorado
7/18/2020,71,Florida
7/18/2020,69,Georgia
7/18/2020,90,Hawaii
7/18/2020,77,Illinois
7/18/2020,62,Massachusetts
7/18/2020,34,Michigan
7/18/2020,58,North Carolina
7/18/2020,100,New Jersey
7/18/2020,32,Nevada
7/18/2020,62,New York
7/18/2020,63,New York
7/18/2020,67,Texas
7/18/2020,42,Virginia
7/18/2020,60,Washington
7/19/2020,52,New South Wales
7/19/2020,16,Santiago Province
7/19/2020,67,Alberta
7/19/2020,71,Alberta
7/19/2020,61,British Columbia
7/19/2020,91,Manitoba
7/19/2020,34,Nova Scotia
7/19/2020,36,Ontario
7/19/2020,57,Ontario
7/19/2020,76,Quebec
7/19/2020,65,Quebec
7/19/2020,68,California
7/19/2020,28,California
7/19/2020,58,Colorado
7/19/2020,79,Florida
7/19/2020,62,Georgia
7/19/2020,81,Hawaii
7/19/2020,66,Illinois
7/19/2020,67,Massachusetts
7/19/2020,40,Michigan
7/19/2020,50,North Carolina
7/19/2020,100,New Jersey
7/19/2020,25,Nevada
7/19/2020,44,New York
7/19/2020,78,New York
7/19/2020,52,Texas
7/19/2020,44,Virginia
7/19/2020,62,Washington
7/20/2020,51,New South Wales
7/20/2020,34,Santiago Province
7/20/2020,100,Alberta
7/20/2020,99,Alberta
7/20/2020,92,British Columbia
7/20/2020,100,Manitoba
7/20/2020,78,Nova Scotia
7/20/2020,74,Ontario
7/20/2020,100,Ontario
7/20/2020,100,Quebec
7/20/2020,84,Quebec
7/20/2020,74,California
7/20/2020,54,California
7/20/2020,68,Colorado
7/20/2020,81,Florida
7/20/2020,69,Georgia
7/20/2020,100,Hawaii
7/20/2020,75,Illinois
7/20/2020,59,Massachusetts
7/20/2020,45,Michigan
7/20/2020,75,North Carolina
7/20/2020,100,New Jersey
7/20/2020,36,Nevada
7/20/2020,75,New York
7/20/2020,56,New York
7/20/2020,86,Texas
7/20/2020,63,Virginia
7/20/2020,71,Washington
7/21/2020,59,New South Wales
7/21/2020,36,Santiago Province
7/21/2020,92,Alberta
7/21/2020,66,Alberta
7/21/2020,90,British Columbia
7/21/2020,100,Manitoba
7/21/2020,63,Nova Scotia
7/21/2020,70,Ontario
7/21/2020,100,Ontario
7/21/2020,99,Quebec
7/21/2020,86,Quebec
7/21/2020,77,California
7/21/2020,55,California
7/21/2020,71,Colorado
7/21/2020,92,Florida
7/21/2020,68,Georgia
7/21/2020,100,Hawaii
7/21/2020,84,Illinois
7/21/2020,91,Massachusetts
7/21/2020,55,Michigan
7/21/2020,86,North Carolina
7/21/2020,100,New Jersey
7/21/2020,46,Nevada
7/21/2020,60,New York
7/21/2020,63,New York
7/21/2020,96,Texas
7/21/2020,68,Virginia
7/21/2020,81,Washington
7/22/2020,65,New South Wales
7/22/2020,36,Santiago Province
7/22/2020,89,Alberta
7/22/2020,100,Alberta
7/22/2020,86,British Columbia
7/22/2020,89,Manitoba
7/22/2020,67,Nova Scotia
7/22/2020,68,Ontario
7/22/2020,100,Ontario
7/22/2020,91,Quebec
7/22/2020,84,Quebec
7/22/2020,76,California
7/22/2020,55,California
7/22/2020,69,Colorado
7/22/2020,88,Florida
7/22/2020,73,Georgia
7/22/2020,100,Hawaii
7/22/2020,75,Illinois
7/22/2020,72,Massachusetts
7/22/2020,48,Michigan
7/22/2020,94,North Carolina
7/22/2020,98,New Jersey
7/22/2020,51,Nevada
7/22/2020,72,New York
7/22/2020,60,New York
7/22/2020,97,Texas
7/22/2020,71,Virginia
7/22/2020,82,Washington
7/23/2020,57,New South Wales
7/23/2020,28,Santiago Province
7/23/2020,88,Alberta
7/23/2020,78,Alberta
7/23/2020,85,British Columbia
7/23/2020,91,Manitoba
7/23/2020,59,Nova Scotia
7/23/2020,73,Ontario
7/23/2020,100,Ontario
7/23/2020,94,Quebec
7/23/2020,81,Quebec
7/23/2020,77,California
7/23/2020,49,California
7/23/2020,64,Colorado
7/23/2020,72,Florida
7/23/2020,66,Georgia
7/23/2020,94,Hawaii
7/23/2020,81,Illinois
7/23/2020,60,Massachusetts
7/23/2020,42,Michigan
7/23/2020,100,North Carolina
7/23/2020,100,New Jersey
7/23/2020,34,Nevada
7/23/2020,57,New York
7/23/2020,60,New York
7/23/2020,78,Texas
7/23/2020,56,Virginia
7/23/2020,69,Washington
7/24/2020,35,New South Wales
7/24/2020,34,Santiago Province
7/24/2020,86,Alberta
7/24/2020,77,Alberta
7/24/2020,85,British Columbia
7/24/2020,96,Manitoba
7/24/2020,56,Nova Scotia
7/24/2020,70,Ontario
7/24/2020,100,Ontario
7/24/2020,77,Quebec
7/24/2020,83,Quebec
7/24/2020,72,California
7/24/2020,57,California
7/24/2020,72,Colorado
7/24/2020,78,Florida
7/24/2020,61,Georgia
7/24/2020,92,Hawaii
7/24/2020,73,Illinois
7/24/2020,67,Massachusetts
7/24/2020,53,Michigan
7/24/2020,77,North Carolina
7/24/2020,100,New Jersey
7/24/2020,35,Nevada
7/24/2020,57,New York
7/24/2020,63,New York
7/24/2020,86,Texas
7/24/2020,50,Virginia
7/24/2020,75,Washington
7/25/2020,35,New South Wales
7/25/2020,19,Santiago Province
7/25/2020,68,Alberta
7/25/2020,33,Alberta
7/25/2020,65,British Columbia
7/25/2020,87,Manitoba
7/25/2020,20,Nova Scotia
7/25/2020,34,Ontario
7/25/2020,99,Ontario
7/25/2020,97,Quebec
7/25/2020,64,Quebec
7/25/2020,68,California
7/25/2020,43,California
7/25/2020,61,Colorado
7/25/2020,67,Florida
7/25/2020,62,Georgia
7/25/2020,91,Hawaii
7/25/2020,73,Illinois
7/25/2020,64,Massachusetts
7/25/2020,45,Michigan
7/25/2020,71,North Carolina
7/25/2020,100,New Jersey
7/25/2020,32,Nevada
7/25/2020,62,New York
7/25/2020,67,New York
7/25/2020,67,Texas
7/25/2020,53,Virginia
7/25/2020,65,Washington
7/26/2020,17,New South Wales
7/26/2020,96,Alberta
7/26/2020,61,Alberta
7/26/2020,65,British Columbia
7/26/2020,81,Manitoba
7/26/2020,23,Nova Scotia
7/26/2020,39,Ontario
7/26/2020,55,Ontario
7/26/2020,76,Quebec
7/26/2020,62,Quebec
7/26/2020,66,California
7/26/2020,40,California
7/26/2020,54,Colorado
7/26/2020,76,Florida
7/26/2020,59,Georgia
7/26/2020,90,Hawaii
7/26/2020,58,Illinois
7/26/2020,67,Massachusetts
7/26/2020,37,Michigan
7/26/2020,98,North Carolina
7/26/2020,100,New Jersey
7/26/2020,28,Nevada
7/26/2020,59,New York
7/26/2020,79,New York
7/26/2020,53,Texas
7/26/2020,50,Virginia
7/26/2020,55,Washington
7/27/2020,17,New South Wales
7/27/2020,46,Santiago Province
7/27/2020,100,Alberta
7/27/2020,80,Alberta
7/27/2020,96,British Columbia
7/27/2020,100,Manitoba
7/27/2020,71,Nova Scotia
7/27/2020,75,Ontario
7/27/2020,100,Ontario
7/27/2020,69,Quebec
7/27/2020,79,Quebec
7/27/2020,72,California
7/27/2020,61,California
7/27/2020,69,Colorado
7/27/2020,73,Florida
7/27/2020,67,Georgia
7/27/2020,61,Hawaii
7/27/2020,72,Illinois
7/27/2020,71,Massachusetts
7/27/2020,49,Michigan
7/27/2020,95,North Carolina
7/27/2020,100,New Jersey
7/27/2020,48,Nevada
7/27/2020,62,New York
7/27/2020,57,New York
7/27/2020,81,Texas
7/27/2020,57,Virginia
7/27/2020,64,Washington
7/28/2020,22,New South Wales
7/28/2020,29,Santiago Province
7/28/2020,100,Alberta
7/28/2020,92,Alberta
7/28/2020,81,British Columbia
7/28/2020,100,Manitoba
7/28/2020,56,Nova Scotia
7/28/2020,71,Ontario
7/28/2020,100,Ontario
7/28/2020,84,Quebec
7/28/2020,82,Quebec
7/28/2020,72,California
7/28/2020,60,California
7/28/2020,71,Colorado
7/28/2020,84,Florida
7/28/2020,63,Georgia
7/28/2020,85,Hawaii
7/28/2020,77,Illinois
7/28/2020,77,Massachusetts
7/28/2020,49,Michigan
7/28/2020,100,North Carolina
7/28/2020,100,New Jersey
7/28/2020,32,Nevada
7/28/2020,64,New York
7/28/2020,58,New York
7/28/2020,82,Texas
7/28/2020,57,Virginia
7/28/2020,65,Washington
7/29/2020,18,New South Wales
7/29/2020,42,Santiago Province
7/29/2020,86,Alberta
7/29/2020,100,Alberta
7/29/2020,85,British Columbia
7/29/2020,89,Manitoba
7/29/2020,64,Nova Scotia
7/29/2020,73,Ontario
7/29/2020,100,Ontario
7/29/2020,76,Quebec
7/29/2020,79,Quebec
7/29/2020,70,California
7/29/2020,57,California
7/29/2020,66,Colorado
7/29/2020,70,Florida
7/29/2020,68,Georgia
7/29/2020,89,Hawaii
7/29/2020,83,Illinois
7/29/2020,66,Massachusetts
7/29/2020,55,Michigan
7/29/2020,79,North Carolina
7/29/2020,100,New Jersey
7/29/2020,39,Nevada
7/29/2020,61,New York
7/29/2020,61,New York
7/29/2020,87,Texas
7/29/2020,60,Virginia
7/29/2020,74,Washington
7/30/2020,22,New South Wales
7/30/2020,27,Santiago Province
7/30/2020,93,Alberta
7/30/2020,87,Alberta
7/30/2020,86,British Columbia
7/30/2020,86,Manitoba
7/30/2020,51,Nova Scotia
7/30/2020,71,Ontario
7/30/2020,100,Ontario
7/30/2020,84,Quebec
7/30/2020,79,Quebec
7/30/2020,70,California
7/30/2020,51,California
7/30/2020,65,Colorado
7/30/2020,69,Florida
7/30/2020,64,Georgia
7/30/2020,90,Hawaii
7/30/2020,81,Illinois
7/30/2020,62,Massachusetts
7/30/2020,47,Michigan
7/30/2020,89,North Carolina
7/30/2020,100,New Jersey
7/30/2020,35,Nevada
7/30/2020,68,New York
7/30/2020,61,New York
7/30/2020,84,Texas
7/30/2020,62,Virginia
7/30/2020,72,Washington
7/31/2020,25,New South Wales
7/31/2020,35,Santiago Province
7/31/2020,90,Alberta
7/31/2020,67,Alberta
7/31/2020,84,British Columbia
7/31/2020,97,Manitoba
7/31/2020,39,Nova Scotia
7/31/2020,64,Ontario
7/31/2020,100,Ontario
7/31/2020,69,Quebec
7/31/2020,81,Quebec
7/31/2020,70,California
7/31/2020,53,California
7/31/2020,60,Colorado
7/31/2020,82,Florida
7/31/2020,61,Georgia
7/31/2020,92,Hawaii
7/31/2020,78,Illinois
7/31/2020,69,Massachusetts
7/31/2020,43,Michigan
7/31/2020,80,North Carolina
7/31/2020,100,New Jersey
7/31/2020,30,Nevada
7/31/2020,56,New York
7/31/2020,52,New York
7/31/2020,74,Texas
7/31/2020,55,Virginia
7/31/2020,69,Washington
8/1/2020,25,New South Wales
8/1/2020,19,Santiago Province
8/1/2020,79,Alberta
8/1/2020,39,Alberta
8/1/2020,66,British Columbia
8/1/2020,93,Manitoba
8/1/2020,33,Nova Scotia
8/1/2020,38,Ontario
8/1/2020,100,Ontario
8/1/2020,60,Quebec
8/1/2020,66,Quebec
8/1/2020,71,California
8/1/2020,47,California
8/1/2020,49,Colorado
8/1/2020,55,Florida
8/1/2020,64,Georgia
8/1/2020,100,Hawaii
8/1/2020,74,Illinois
8/1/2020,59,Massachusetts
8/1/2020,39,Michigan
8/1/2020,62,North Carolina
8/1/2020,100,New Jersey
8/1/2020,31,Nevada
8/1/2020,74,New York
8/1/2020,73,New York
8/1/2020,73,Texas
8/1/2020,59,Virginia
8/1/2020,54,Washington
8/2/2020,13,New South Wales
8/2/2020,100,Alberta
8/2/2020,61,Alberta
8/2/2020,53,British Columbia
8/2/2020,89,Manitoba
8/2/2020,31,Ontario
8/2/2020,50,Ontario
8/2/2020,96,Quebec
8/2/2020,73,Quebec
8/2/2020,57,California
8/2/2020,41,California
8/2/2020,50,Colorado
8/2/2020,66,Florida
8/2/2020,51,Georgia
8/2/2020,95,Hawaii
8/2/2020,61,Illinois
8/2/2020,68,Massachusetts
8/2/2020,40,Michigan
8/2/2020,66,North Carolina
8/2/2020,100,New Jersey
8/2/2020,34,Nevada
8/2/2020,57,New York
8/2/2020,88,New York
8/2/2020,51,Texas
8/2/2020,54,Virginia
8/2/2020,48,Washington
8/3/2020,15,New South Wales
8/3/2020,48,Santiago Province
8/3/2020,29,Alberta
8/3/2020,11,Alberta
8/3/2020,18,British Columbia
8/3/2020,15,Manitoba
8/3/2020,22,Nova Scotia
8/3/2020,16,Ontario
8/3/2020,10,Ontario
8/3/2020,82,Quebec
8/3/2020,82,Quebec
8/3/2020,71,California
8/3/2020,59,California
8/3/2020,59,Colorado
8/3/2020,74,Florida
8/3/2020,63,Georgia
8/3/2020,99,Hawaii
8/3/2020,74,Illinois
8/3/2020,67,Massachusetts
8/3/2020,43,Michigan
8/3/2020,89,North Carolina
8/3/2020,100,New Jersey
8/3/2020,53,Nevada
8/3/2020,68,New York
8/3/2020,55,New York
8/3/2020,74,Texas
8/3/2020,64,Virginia
8/3/2020,56,Washington
8/4/2020,20,New South Wales
8/4/2020,33,Santiago Province
8/4/2020,92,Alberta
8/4/2020,90,Alberta
8/4/2020,70,British Columbia
8/4/2020,82,Manitoba
8/4/2020,62,Nova Scotia
8/4/2020,67,Ontario
8/4/2020,74,Ontario
8/4/2020,90,Quebec
8/4/2020,76,Quebec
8/4/2020,76,California
8/4/2020,57,California
8/4/2020,67,Colorado
8/4/2020,72,Florida
8/4/2020,68,Georgia
8/4/2020,88,Hawaii
8/4/2020,79,Illinois
8/4/2020,73,Massachusetts
8/4/2020,49,Michigan
8/4/2020,99,North Carolina
8/4/2020,100,New Jersey
8/4/2020,49,Nevada
8/4/2020,54,New York
8/4/2020,54,New York
8/4/2020,81,Texas
8/4/2020,57,Virginia
8/4/2020,79,Washington
8/5/2020,20,New South Wales
8/5/2020,25,Santiago Province
8/5/2020,89,Alberta
8/5/2020,97,Alberta
8/5/2020,86,British Columbia
8/5/2020,92,Manitoba
8/5/2020,52,Nova Scotia
8/5/2020,68,Ontario
8/5/2020,100,Ontario
8/5/2020,90,Quebec
8/5/2020,83,Quebec
8/5/2020,72,California
8/5/2020,63,California
8/5/2020,68,Colorado
8/5/2020,70,Florida
8/5/2020,65,Georgia
8/5/2020,97,Hawaii
8/5/2020,78,Illinois
8/5/2020,68,Massachusetts
8/5/2020,50,Michigan
8/5/2020,77,North Carolina
8/5/2020,100,New Jersey
8/5/2020,42,Nevada
8/5/2020,65,New York
8/5/2020,59,New York
8/5/2020,81,Texas
8/5/2020,66,Virginia
8/5/2020,72,Washington
8/6/2020,21,New South Wales
8/6/2020,24,Santiago Province
8/6/2020,89,Alberta
8/6/2020,60,Alberta
8/6/2020,83,British Columbia
8/6/2020,90,Manitoba
8/6/2020,47,Nova Scotia
8/6/2020,75,Ontario
8/6/2020,100,Ontario
8/6/2020,100,Quebec
8/6/2020,82,Quebec
8/6/2020,79,California
8/6/2020,64,California
8/6/2020,75,Colorado
8/6/2020,70,Florida
8/6/2020,64,Georgia
8/6/2020,97,Hawaii
8/6/2020,80,Illinois
8/6/2020,65,Massachusetts
8/6/2020,44,Michigan
8/6/2020,97,North Carolina
8/6/2020,100,New Jersey
8/6/2020,48,Nevada
8/6/2020,68,New York
8/6/2020,62,New York
8/6/2020,75,Texas
8/6/2020,65,Virginia
8/6/2020,69,Washington
8/7/2020,22,New South Wales
8/7/2020,32,Santiago Province
8/7/2020,89,Alberta
8/7/2020,84,Alberta
8/7/2020,84,British Columbia
8/7/2020,89,Manitoba
8/7/2020,48,Nova Scotia
8/7/2020,67,Ontario
8/7/2020,100,Ontario
